Country,StockCode,Description,Year,Month,Quantity
United Kingdom,22088,PAPER BUNTING COLOURED LACE,2011,2,103.0
United Kingdom,22088,PAPER BUNTING COLOURED LACE,2011,3,196.0
United Kingdom,22088,PAPER BUNTING COLOURED LACE,2011,4,225.0
United Kingdom,22088,PAPER BUNTING COLOURED LACE,2011,5,463.0
United Kingdom,22088,PAPER BUNTING COLOURED LACE,2011,6,243.0
United Kingdom,22088,PAPER BUNTING COLOURED LACE,2011,7,1.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2010,12,8.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2011,1,52.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2011,2,100.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2011,3,114.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2011,4,110.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2011,5,219.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2011,6,70.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2011,7,121.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2011,8,46.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2011,9,94.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2011,10,16.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2011,11,98.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,2011,12,6.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2010,12,122.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2011,1,349.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2011,2,319.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2011,3,452.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2011,4,612.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2011,5,1032.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2011,6,736.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2011,7,694.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2011,8,521.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2011,9,228.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2011,10,126.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2011,11,238.0
United Kingdom,22090,PAPER BUNTING RETROSPOT,2011,12,82.0
United Kingdom,22091,EMPIRE TISSUE BOX,2010,12,7.0
United Kingdom,22091,EMPIRE TISSUE BOX,2011,1,73.0
United Kingdom,22091,EMPIRE TISSUE BOX,2011,2,1.0
United Kingdom,22091,EMPIRE TISSUE BOX,2011,3,12.0
United Kingdom,22091,EMPIRE TISSUE BOX,2011,4,65.0
United Kingdom,22091,EMPIRE TISSUE BOX,2011,5,48.0
United Kingdom,22091,EMPIRE TISSUE BOX,2011,6,2.0
United Kingdom,22091,EMPIRE TISSUE BOX,2011,7,265.0
United Kingdom,22091,EMPIRE TISSUE BOX,2011,8,279.0
United Kingdom,22091,EMPIRE TISSUE BOX,2011,9,98.0
United Kingdom,22091,EMPIRE TISSUE BOX,2011,10,656.0
United Kingdom,22091,EMPIRE TISSUE BOX,2011,11,336.0
United Kingdom,22091,EMPIRE TISSUE BOX,2011,12,7.0
United Kingdom,22092,BLUE PAISLEY TISSUE BOX,2010,12,4.0
United Kingdom,22092,BLUE PAISLEY TISSUE BOX,2011,2,13.0
United Kingdom,22092,BLUE PAISLEY TISSUE BOX,2011,3,2.0
United Kingdom,22092,BLUE PAISLEY TISSUE BOX,2011,4,12.0
United Kingdom,22092,BLUE PAISLEY TISSUE BOX,2011,5,38.0
United Kingdom,22092,BLUE PAISLEY TISSUE BOX,2011,7,60.0
United Kingdom,22092,BLUE PAISLEY TISSUE BOX,2011,8,80.0
United Kingdom,22092,BLUE PAISLEY TISSUE BOX,2011,9,127.0
United Kingdom,22092,BLUE PAISLEY TISSUE BOX,2011,10,72.0
United Kingdom,22092,BLUE PAISLEY TISSUE BOX,2011,11,119.0
United Kingdom,22092,BLUE PAISLEY TISSUE BOX,2011,12,7.0
United Kingdom,22093,MOTORING TISSUE BOX,2010,12,22.0
United Kingdom,22093,MOTORING TISSUE BOX,2011,1,-12.0
United Kingdom,22093,MOTORING TISSUE BOX,2011,2,3.0
United Kingdom,22093,MOTORING TISSUE BOX,2011,3,21.0
United Kingdom,22093,MOTORING TISSUE BOX,2011,4,2.0
United Kingdom,22093,MOTORING TISSUE BOX,2011,5,41.0
United Kingdom,22093,MOTORING TISSUE BOX,2011,6,21.0
United Kingdom,22093,MOTORING TISSUE BOX,2011,7,237.0
United Kingdom,22093,MOTORING TISSUE BOX,2011,8,194.0
United Kingdom,22093,MOTORING TISSUE BOX,2011,9,183.0
United Kingdom,22093,MOTORING TISSUE BOX,2011,10,531.0
United Kingdom,22093,MOTORING TISSUE BOX,2011,11,286.0
United Kingdom,22093,MOTORING TISSUE BOX,2011,12,57.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2010,12,10.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2011,1,5.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2011,2,25.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2011,3,11.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2011,4,24.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2011,5,76.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2011,6,13.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2011,7,204.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2011,8,244.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2011,9,555.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2011,10,127.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2011,11,219.0
United Kingdom,22094,RED RETROSPOT TISSUE BOX,2011,12,57.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2010,12,366.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2011,1,27.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2011,2,2.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2011,3,6.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2011,4,13.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2011,5,75.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2011,6,1.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2011,7,128.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2011,8,33.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2011,9,137.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2011,10,218.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2011,11,400.0
United Kingdom,22095,LADS ONLY TISSUE BOX,2011,12,139.0
United Kingdom,22096,PINK PAISLEY SQUARE TISSUE BOX ,2010,12,18.0
United Kingdom,22096,PINK PAISLEY SQUARE TISSUE BOX ,2011,2,2.0
United Kingdom,22096,PINK PAISLEY SQUARE TISSUE BOX ,2011,3,1.0
United Kingdom,22096,PINK PAISLEY SQUARE TISSUE BOX ,2011,4,5.0
United Kingdom,22096,PINK PAISLEY SQUARE TISSUE BOX ,2011,5,1.0
United Kingdom,22096,PINK PAISLEY SQUARE TISSUE BOX ,2011,6,5.0
United Kingdom,22096,PINK PAISLEY SQUARE TISSUE BOX ,2011,7,99.0
United Kingdom,22096,PINK PAISLEY SQUARE TISSUE BOX ,2011,8,82.0
United Kingdom,22096,PINK PAISLEY SQUARE TISSUE BOX ,2011,9,611.0
United Kingdom,22096,PINK PAISLEY SQUARE TISSUE BOX ,2011,10,108.0
United Kingdom,22096,PINK PAISLEY SQUARE TISSUE BOX ,2011,11,165.0
United Kingdom,22096,PINK PAISLEY SQUARE TISSUE BOX ,2011,12,224.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2010,12,19.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2011,1,12.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2011,2,2.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2011,3,37.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2011,4,5.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2011,5,3.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2011,6,6.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2011,7,144.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2011,8,225.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2011,9,111.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2011,10,512.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2011,11,101.0
United Kingdom,22097,SWALLOW SQUARE TISSUE BOX,2011,12,223.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2010,12,27.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2011,1,6.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2011,2,1.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2011,3,15.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2011,4,21.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2011,5,13.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2011,6,5.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2011,7,204.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2011,8,156.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2011,9,196.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2011,10,845.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2011,11,173.0
United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,2011,12,50.0
United Kingdom,22099,CARAVAN SQUARE TISSUE BOX,2010,12,23.0
United Kingdom,22099,CARAVAN SQUARE TISSUE BOX,2011,2,2.0
United Kingdom,22099,CARAVAN SQUARE TISSUE BOX,2011,3,22.0
United Kingdom,22099,CARAVAN SQUARE TISSUE BOX,2011,4,17.0
United Kingdom,22099,CARAVAN SQUARE TISSUE BOX,2011,5,2.0
United Kingdom,22099,CARAVAN SQUARE TISSUE BOX,2011,6,10.0
United Kingdom,22099,CARAVAN SQUARE TISSUE BOX,2011,7,134.0
United Kingdom,22099,CARAVAN SQUARE TISSUE BOX,2011,8,231.0
United Kingdom,22099,CARAVAN SQUARE TISSUE BOX,2011,9,162.0
United Kingdom,22099,CARAVAN SQUARE TISSUE BOX,2011,10,439.0
United Kingdom,22099,CARAVAN SQUARE TISSUE BOX,2011,11,120.0
United Kingdom,22099,CARAVAN SQUARE TISSUE BOX,2011,12,16.0
United Kingdom,22100,SKULLS SQUARE TISSUE BOX,2010,12,9.0
United Kingdom,22100,SKULLS SQUARE TISSUE BOX,2011,1,2.0
United Kingdom,22100,SKULLS SQUARE TISSUE BOX,2011,2,1.0
United Kingdom,22100,SKULLS SQUARE TISSUE BOX,2011,3,1.0
United Kingdom,22100,SKULLS SQUARE TISSUE BOX,2011,4,12.0
United Kingdom,22100,SKULLS SQUARE TISSUE BOX,2011,7,2.0
United Kingdom,22100,SKULLS SQUARE TISSUE BOX,2011,8,216.0
United Kingdom,22100,SKULLS SQUARE TISSUE BOX,2011,9,73.0
United Kingdom,22100,SKULLS SQUARE TISSUE BOX,2011,10,77.0
United Kingdom,22100,SKULLS SQUARE TISSUE BOX,2011,11,11.0
United Kingdom,22100,SKULLS SQUARE TISSUE BOX,2011,12,109.0
United Kingdom,22101,MIRROR MOSAIC VOTIVE HOLDER,2010,12,14.0
United Kingdom,22101,MIRROR MOSAIC VOTIVE HOLDER,2011,2,12.0
United Kingdom,22101,MIRROR MOSAIC VOTIVE HOLDER,2011,4,36.0
United Kingdom,22101,MIRROR MOSAIC VOTIVE HOLDER,2011,5,12.0
United Kingdom,22101,MIRROR MOSAIC VOTIVE HOLDER,2011,6,7.0
United Kingdom,22101,MIRROR MOSAIC VOTIVE HOLDER,2011,7,6.0
United Kingdom,22101,MIRROR MOSAIC VOTIVE HOLDER,2011,8,42.0
United Kingdom,22101,MIRROR MOSAIC VOTIVE HOLDER,2011,10,346.0
United Kingdom,22101,MIRROR MOSAIC VOTIVE HOLDER,2011,11,26.0
United Kingdom,22101,MIRROR MOSAIC VOTIVE HOLDER,2011,12,6.0
United Kingdom,22102,MIRROR MOSAIC T-LIGHT HOLDER ,2010,12,6.0
United Kingdom,22102,MIRROR MOSAIC T-LIGHT HOLDER ,2011,1,1.0
United Kingdom,22102,MIRROR MOSAIC T-LIGHT HOLDER ,2011,2,3.0
United Kingdom,22102,MIRROR MOSAIC T-LIGHT HOLDER ,2011,5,36.0
United Kingdom,22102,MIRROR MOSAIC T-LIGHT HOLDER ,2011,6,12.0
United Kingdom,22102,MIRROR MOSAIC T-LIGHT HOLDER ,2011,7,2.0
United Kingdom,22102,MIRROR MOSAIC T-LIGHT HOLDER ,2011,10,720.0
United Kingdom,22102,MIRROR MOSAIC T-LIGHT HOLDER ,2011,11,15.0
United Kingdom,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2011,1,1.0
United Kingdom,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2011,2,75.0
United Kingdom,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2011,4,12.0
United Kingdom,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2011,5,18.0
United Kingdom,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2011,6,70.0
United Kingdom,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2011,7,6.0
United Kingdom,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2011,8,15.0
United Kingdom,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2011,10,474.0
United Kingdom,22104,MIRROR MOSAIC CANDLE PLATE,2011,4,1.0
United Kingdom,22104,MIRROR MOSAIC CANDLE PLATE,2011,5,110.0
United Kingdom,22104,MIRROR MOSAIC CANDLE PLATE,2011,7,12.0
United Kingdom,22104,MIRROR MOSAIC CANDLE PLATE,2011,10,20.0
United Kingdom,22104,MIRROR MOSAIC CANDLE PLATE,2011,11,8.0
United Kingdom,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,2010,12,4.0
United Kingdom,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,2011,1,2.0
United Kingdom,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,2011,4,8.0
United Kingdom,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,2011,6,6.0
United Kingdom,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,2011,9,2.0
United Kingdom,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,2011,10,240.0
United Kingdom,22106,MIRROR MOSAIC HURRICANE LAMP ,2011,4,2.0
United Kingdom,22106,MIRROR MOSAIC HURRICANE LAMP ,2011,5,15.0
United Kingdom,22106,MIRROR MOSAIC HURRICANE LAMP ,2011,6,4.0
United Kingdom,22106,MIRROR MOSAIC HURRICANE LAMP ,2011,8,12.0
United Kingdom,22106,MIRROR MOSAIC HURRICANE LAMP ,2011,10,126.0
United Kingdom,22106,MIRROR MOSAIC HURRICANE LAMP ,2011,11,4.0
United Kingdom,22106,MIRROR MOSAIC HURRICANE LAMP ,2011,12,2.0
United Kingdom,22107,PIZZA PLATE IN BOX,2010,12,39.0
United Kingdom,22107,PIZZA PLATE IN BOX,2011,1,-1.0
United Kingdom,22107,PIZZA PLATE IN BOX,2011,2,13.0
United Kingdom,22107,PIZZA PLATE IN BOX,2011,3,6.0
United Kingdom,22107,PIZZA PLATE IN BOX,2011,4,12.0
United Kingdom,22107,PIZZA PLATE IN BOX,2011,5,4.0
United Kingdom,22107,PIZZA PLATE IN BOX,2011,6,4.0
United Kingdom,22107,PIZZA PLATE IN BOX,2011,7,5.0
United Kingdom,22107,PIZZA PLATE IN BOX,2011,8,7.0
United Kingdom,22107,PIZZA PLATE IN BOX,2011,9,12.0
United Kingdom,22107,PIZZA PLATE IN BOX,2011,10,39.0
United Kingdom,22107,PIZZA PLATE IN BOX,2011,11,50.0
United Kingdom,22107,PIZZA PLATE IN BOX,2011,12,54.0
United Kingdom,22108,PING! MICROWAVE PLATE,2010,12,12.0
United Kingdom,22108,PING! MICROWAVE PLATE,2011,1,16.0
United Kingdom,22108,PING! MICROWAVE PLATE,2011,4,1.0
United Kingdom,22108,PING! MICROWAVE PLATE,2011,5,6.0
United Kingdom,22108,PING! MICROWAVE PLATE,2011,9,7.0
United Kingdom,22108,PING! MICROWAVE PLATE,2011,10,6.0
United Kingdom,22108,PING! MICROWAVE PLATE,2011,11,14.0
United Kingdom,22108,PING! MICROWAVE PLATE,2011,12,31.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2010,12,172.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2011,1,-1.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2011,2,78.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2011,3,22.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2011,4,55.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2011,5,162.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2011,6,45.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2011,7,44.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2011,8,21.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2011,9,109.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2011,10,135.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2011,11,179.0
United Kingdom,22109,FULL ENGLISH BREAKFAST PLATE,2011,12,134.0
United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,2010,12,59.0
United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,2011,1,9.0
United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,2011,2,11.0
United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,2011,3,7.0
United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,2011,4,4.0
United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,2011,6,8.0
United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,2011,8,44.0
United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,2011,9,38.0
United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,2011,10,89.0
United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,2011,11,212.0
United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,2011,12,23.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2010,12,821.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2011,1,199.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2011,2,-46.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2011,3,5.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2011,4,7.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2011,5,72.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2011,6,29.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2011,7,56.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2011,8,128.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2011,9,991.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2011,10,376.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2011,11,755.0
United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2011,12,364.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2010,12,920.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2011,1,78.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2011,2,64.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2011,3,29.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2011,4,42.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2011,5,78.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2011,6,95.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2011,7,105.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2011,8,214.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2011,9,506.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2011,10,729.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2011,11,1323.0
United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2011,12,447.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2010,12,559.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2011,1,311.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2011,2,92.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2011,3,8.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2011,4,39.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2011,5,23.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2011,6,30.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2011,7,62.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2011,8,132.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2011,9,376.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2011,10,518.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2011,11,583.0
United Kingdom,22113,GREY HEART HOT WATER BOTTLE,2011,12,117.0
United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2010,12,453.0
United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2011,1,1.0
United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2011,3,2.0
United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2011,8,74.0
United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2011,9,895.0
United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2011,10,615.0
United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2011,11,1152.0
United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2011,12,304.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2010,12,29.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2011,1,16.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2011,2,28.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2011,3,85.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2011,4,40.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2011,5,12.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2011,6,19.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2011,7,310.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2011,8,196.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2011,9,218.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2011,10,252.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2011,11,194.0
United Kingdom,22115,METAL SIGN EMPIRE TEA,2011,12,59.0
United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,2010,12,35.0
United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,2011,1,15.0
United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,2011,2,27.0
United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,2011,3,2.0
United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,2011,5,6.0
United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,2011,6,8.0
United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,2011,7,87.0
United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,2011,8,95.0
United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,2011,9,90.0
United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,2011,10,32.0
United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,2011,11,83.0
United Kingdom,22116,METAL SIGN HIS DINNER IS SERVED,2011,12,7.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2010,12,27.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2011,1,85.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2011,2,35.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2011,3,8.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2011,4,22.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2011,5,4.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2011,6,15.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2011,7,10.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2011,8,249.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2011,9,776.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2011,10,13.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2011,11,9.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,2011,12,5.0
United Kingdom,22118,JOY WOODEN BLOCK LETTERS,2010,12,21.0
United Kingdom,22118,JOY WOODEN BLOCK LETTERS,2011,1,7.0
United Kingdom,22118,JOY WOODEN BLOCK LETTERS,2011,3,3.0
United Kingdom,22118,JOY WOODEN BLOCK LETTERS,2011,4,1.0
United Kingdom,22118,JOY WOODEN BLOCK LETTERS,2011,5,2.0
United Kingdom,22118,JOY WOODEN BLOCK LETTERS,2011,7,9.0
United Kingdom,22118,JOY WOODEN BLOCK LETTERS,2011,8,2.0
United Kingdom,22118,JOY WOODEN BLOCK LETTERS,2011,9,27.0
United Kingdom,22118,JOY WOODEN BLOCK LETTERS,2011,10,23.0
United Kingdom,22118,JOY WOODEN BLOCK LETTERS,2011,11,28.0
United Kingdom,22118,JOY WOODEN BLOCK LETTERS,2011,12,89.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2010,12,23.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2011,1,2.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2011,2,3.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2011,3,16.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2011,4,6.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2011,5,6.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2011,6,5.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2011,7,1.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2011,8,22.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2011,9,25.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2011,10,36.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2011,11,27.0
United Kingdom,22119,PEACE WOODEN BLOCK LETTERS,2011,12,112.0
United Kingdom,22120,WELCOME  WOODEN BLOCK LETTERS,2010,12,15.0
United Kingdom,22120,WELCOME  WOODEN BLOCK LETTERS,2011,1,43.0
United Kingdom,22120,WELCOME  WOODEN BLOCK LETTERS,2011,2,46.0
United Kingdom,22120,WELCOME  WOODEN BLOCK LETTERS,2011,3,13.0
